x,y
0.0,0.0
5.394685771203008,-27.0
-27.747259514839556,-32.0
-55.0,-10.999339019116164
-61.0,24.579260463623882
-47.75811743309694,57.483765133806116
-20.24757787906203,80.87621106046899
16.025870856290396,85.0
51.97713864670297,79.51143067664852
83.36589138571465,61.63410861428535
101.61424805474793,30.157255835756203
115.0,-3.4237680289892864
117.56955362890638,-39.86089274218723
103.7716956232019,-73.84245656519717
83.68584928992361,-104.15707535503819
56.13696505395747,-127.57535663069503
22.069438900990573,-140.73264027475236
-14.147786728051909,-146.71592890935062
-50.9156676656346,-147.0
-85.23094278646738,-135.5896857378442
-115.46131120606344,-114.69245919595771
-142.2301839930415,-89.53963201391703
-160.66948503102222,-57.99154490693336
-169.0,-22.352447368927983
-172.0,14.2600822658477
-169.78132896970007,50.43734206059988
-157.4907904920348,85.0184190159304
-140.35271200684724,117.47093198972912
-115.68427361149875,144.6578631942506
-85.76497977457007,164.74500674181
-52.8120727528413,180.72930908238624
-18.39522261941981,192.8023886902901
17.737693392692563,198.0
54.202642392805274,195.0
89.88452955481006,188.05773522259497
124.09468741507125,175.45265629246438
151.88532963700155,153.0573351814992
177.5448839482078,126.7275580258961
197.72398792595203,96.41401811107197
212.65862682411657,62.68274635176687
224.0,28.09897281532608
231.85914832158292,-7.577444964748741
229.26338056640984,-44.20985830077047
224.0,-80.4550918331579
213.6929903108973,-115.92102906730813
197.37414944455915,-148.62585055544085
172.51421226745495,-174.99052515503004
147.25166112746783,-201.74833887253217
120.03211935413235,-225.9785870972451
88.16468982016083,-244.4588275449598
52.40103615198357,-253.3997409620041
16.069440998297978,-259.0
-20.906815991364965,-260.0
-57.60783296897739,-258.0
-93.4019299131314,-250.86602336228952
-127.50089051541623,-238.12477737114594
-160.15095233451243,-221.42452383274377
-189.41517063923862,-199.7232195738409
-216.75569536066152,-175.12215231966925
-238.7791272000002,-145.83130919999968
-258.56073882323415,-114.8785223535317
-272.18658316630535,-80.6268336673893
-284.0,-46.22828483987041
-288.0,-9.92561349992593
-288.0,26.775403477686723
-283.0,62.76821652280023
-275.5690815049514,98.2927554851458
-263.8119376134011,132.3761247731978
-245.6897024843717,164.3102975156283
-224.18102885826198,192.909485570869
-202.85194188333958,222.14805811666042
-176.33879585518093,246.83060207240953
-146.45462210754926,267.54537789245074
-113.60743962620366,282.19628018689815
-80.32310429159784,295.3384478542011
-45.162356571369,303.6125478095437
-8.288146451151079,305.0
28.014524888793403,309.0
64.87781952657451,310.0
101.52952119590054,307.0
137.36501072129394,299.21166309290203
171.0688520414247,285.31038265285844
202.80494900414033,266.79670066390645
230.04008933008882,242.95991066991118
253.64176754268553,215.0373486859717
274.84215462057495,185.15784537942508
295.83458386202574,155.16541613797426
313.24333976559154,123.51332046881687
324.0,89.23576173213951
335.0,55.08943803910188
345.0,20.307529831697593
333.8600024402449,4.783094590834454
296.7644466135506,4.251639636297287
259.6688907868563,3.7201846817601187
222.57333496016196,3.1887297272229507
185.47777913346766,2.657274772685783
148.38222330677334,2.125819818148615
111.28666748007902,1.5943648636114474
74.19111165338472,1.0629099090742793
37.09555582669043,0.5314549545371117
