x,y,dft_real,dft_imag,original_file
-1.4551915228366852e-14,-7.275957614183426e-15,4.5708868068850625,8.306482410753475,l_spiral1.csv
-2.4237103535256392,0.42371035352561376,1.229390487572543,6.105481836403878,l_spiral1.csv
-3.7842202945745886,1.9999999999999927,0.23732520656556078,3.9921725255524847,l_spiral1.csv
-4.000000000000007,4.383437223048419,-0.803381216076578,3.3642579663190224,l_spiral1.csv
-3.9999999999999782,6.98265415152226,-1.1541300196410236,3.325837359805245,l_spiral1.csv
-2.5885550135584383,8.41144498644158,-2.3677898502787618,0.868209738721694,l_spiral1.csv
-0.4577378788462556,9.542262121153737,-1.2721135533414878,0.9415951925438111,l_spiral1.csv
1.951877812197574,10.000000000000014,-1.4222440148961626,0.5295222197271663,l_spiral1.csv
4.551094740671404,9.99999999999999,-1.470398852343165,0.05105216222754559,l_spiral1.csv
6.1503116691452595,9.0,-0.528034285066848,-0.1366627141383285,l_spiral1.csv
8.529996754069678,8.470003245930297,-0.6529550976748252,-0.2623062548341221,l_spiral1.csv
10.660813888781883,7.339186111218127,-0.32114579515392155,-0.1666574056502253,l_spiral1.csv
12.084524242307486,5.915475757692509,-0.046080098995315115,-0.3742938066688115,l_spiral1.csv
13.922448158206208,4.077551841793793,0.16762444009187516,-0.3798070858866986,l_spiral1.csv
16.000000000000007,2.9246715003510144,-0.09916398918753634,0.08853175178046473,l_spiral1.csv
17.184082427630564,0.8159175723694371,0.08255064751590828,-0.0944883714303362,l_spiral1.csv
17.999999999999986,-1.4453352318504549,-0.06582101021215422,0.19710085839835814,l_spiral1.csv
17.999999999999975,-4.0445521603242724,-0.07157739966621648,0.24412288847292973,l_spiral1.csv
17.54478651179255,-6.455213488207437,-0.09475197205890097,0.09632161028721793,l_spiral1.csv
16.413969377080402,-8.5860306229196,-0.0804698678472746,0.22141823268208038,l_spiral1.csv
15.283152242368226,-10.716847757631783,-0.10968623333242447,-0.039190750977767766,l_spiral1.csv
14.152335107656029,-12.84766489234396,-0.19121694743875084,0.0427918741498321,l_spiral1.csv
12.999999999999972,-14.969568990828003,-0.12760270676620186,-0.0584395392707706,l_spiral1.csv
11.890700838231686,-17.10929916176829,-0.20690485419832474,-0.04803652828003864,l_spiral1.csv
10.759883703519526,-19.24011629648049,-0.05129576864937097,-0.07830970907711585,l_spiral1.csv
8.92195978762078,-21.078040212379197,-0.08592093411731276,-0.0322153697589824,l_spiral1.csv
7.084035871722063,-22.91596412827793,0.00908931200000603,-0.006384919957539043,l_spiral1.csv
5.519627741041371,-23.999999999999996,0.04157052600734134,0.034528979450089176,l_spiral1.csv
3.3346243749406095,-25.00000000000002,0.07161932521958846,0.047516920433077814,l_spiral1.csv
0.7354074464668011,-25.0,-0.0025288305593274617,0.02199431886890952,l_spiral1.csv
-1.8638094820070583,-25.000000000000004,0.0183296569882448,0.1362291352794516,l_spiral1.csv
-4.463026410480878,-24.99999999999999,-0.024142958868802755,0.08451913529145626,l_spiral1.csv
-6.751119468245128,-24.24888053175486,0.05499507409924338,0.06458396494164866,l_spiral1.csv
-9.247246705055487,-23.999999999999975,-0.012664447293685988,0.023241615207563113,l_spiral1.csv
-11.651527281021139,-23.17423635948945,-0.0533120878096668,-0.059593880168689654,l_spiral1.csv
-14.209612584503368,-22.99999999999998,-0.053627416642137646,-0.018762389691885317,l_spiral1.csv
-16.394615950604123,-21.999999999999993,-0.01705240683126226,-0.03764575419787008,l_spiral1.csv
-18.40985274934872,-20.59014725065126,0.02290803072495247,-0.04329261427828918,l_spiral1.csv
-20.54066988406089,-19.459330115939128,-0.017090758849901428,-0.03799993261560549,l_spiral1.csv
-22.37859379995961,-17.621406200040358,0.019782354447552143,-0.035483938752473125,l_spiral1.csv
