timestamp_ms,x,y
14831730,384,290
14831743,384,290
14831760,384,290
14831776,384,290
14831793,384,290
14831810,384,290
14831826,384,290
14831843,384,290
14831860,384,290
14831876,384,289
14831876,384,289
14831893,383,289
14831893,383,289
14831909,383,289
14831927,383,289
14831943.000000002,383,288
14831943.000000002,383,288
14831960.000000002,383,287
14831960.000000002,383,287
14831976,382,285
14831976,382,285
14831993,382,283
14831993,382,283
14832010,382,282
14832010,382,282
14832026,383,280
14832026,383,280
14832043,383,279
14832043,383,279
14832060,385,278
14832060,385,278
14832076,386,278
14832093,387,278
14832093,387,278
14832110,389,278
14832110,389,278
14832126,390,278
14832126,390,278
14832143,391,278
14832143,391,278
14832160,392,279
14832160,392,279
14832176,393,279
14832176,393,279
14832193.000000002,394,280
14832193.000000002,394,280
14832210.000000002,395,281
14832210.000000002,395,281
14832226,396,282
14832226,396,282
14832243,396,283
14832243,396,283
14832260,396,284
14832260,396,284
14832276,397,286
14832276,397,286
14832293,397,287
14832293,397,287
14832310,397,289
14832310,397,289
14832326,397,291
14832326,397,291
14832343,397,292
14832343,397,292
14832360,397,294
14832360,397,294
14832376,397,295
14832376,397,295
14832393,396,296
14832393,396,296
14832410,395,297
14832410,395,297
14832426,394,298
14832426,394,298
14832443.000000002,393,299
14832443.000000002,393,299
14832460.000000002,391,300
14832460.000000002,391,300
14832476,390,300
14832476,390,300
14832493,387,300
14832493,387,300
14832510,384,300
14832510,384,300
14832526,381,299
14832526,381,299
14832543,378,298
14832543,378,298
14832560,375,296
14832560,375,296
14832576,372,295
14832576,372,295
14832593,370,293
14832593,370,293
14832610,369,290
14832610,369,290
14832626,368,287
14832626,368,287
14832643,368,284
14832643,368,284
14832660,368,282
14832660,368,282
14832676,368,280
14832676,368,280
14832693.000000002,368,278
14832693.000000002,368,278
14832710.000000002,368,277
14832710.000000002,368,277
14832726,369,276
14832726,369,276
14832743,370,274
14832743,370,274
14832760,370,273
14832760,370,273
14832776,371,271
14832776,371,271
14832793,372,271
14832793,372,271
14832810,374,270
14832810,374,270
14832826,375,269
14832826,375,269
14832843,377,269
14832843,377,269
14832860,378,268
14832860,378,268
14832876,380,268
14832876,380,268
14832893,382,267
14832893,382,267
14832910,384,266
14832910,384,266
14832926,386,265
14832926,386,265
14832943.000000002,388,265
14832943.000000002,388,265
14832960.000000002,390,264
14832960.000000002,390,264
14832976,392,263
14832976,392,263
14832993,393,263
14832993,393,263
14833010,395,262
14833010,395,262
14833026,397,262
14833026,397,262
14833043,398,262
14833043,398,262
14833060,400,261
14833060,400,261
14833076,402,261
14833076,402,261
14833093,403,261
14833093,403,261
14833109,405,260
14833110,405,260
14833126,406,260
14833126,406,260
14833143,408,260
14833143,408,260
14833160,409,260
14833160,409,260
14833176,410,260
14833176,410,260
14833193.000000002,411,261
14833193.000000002,411,261
14833209,412,261
14833226,413,262
14833226,413,262
14833243,414,262
14833243,414,262
14833259,415,263
14833260,415,263
14833276,416,265
14833276,416,265
14833293,416,266
14833293,416,266
14833309.000000002,417,268
14833310,417,268
14833326,418,270
14833326,418,270
14833343,419,272
14833343,419,272
14833359,419,275
14833359,419,275
14833376,420,278
14833376,420,278
14833393,420,281
14833393,420,281
14833409,421,283
14833410,421,283
14833426,421,285
14833426,421,285
14833443.000000002,421,288
14833443.000000002,421,288
14833460.000000002,421,291
14833460.000000002,421,291
14833476,421,294
14833476,421,294
14833493,421,296
14833493,421,296
14833509,421,299
14833509,421,299
14833526,421,301
14833526,421,301
14833543,421,303
14833543,421,303
14833559.000000002,420,306
14833560,420,306
14833576,418,308
14833576,418,308
14833593,417,311
14833593,417,311
14833609,415,314
14833610,415,314
14833626,413,316
14833626,413,316
14833643,410,318
14833643,410,318
14833659,407,321
14833660,407,321
14833676,403,322
14833676,403,322
14833693.000000002,399,324
14833693.000000002,399,324
14833710.000000002,396,325
14833710.000000002,396,325
14833726,390,325
14833726,390,325
14833743,386,326
14833743,386,326
14833760,380,327
14833760,380,327
14833776,374,327
14833776,374,327
14833793,369,326
14833793,369,326
14833810,364,324
14833810,364,324
14833826,359,322
14833826,359,322
14833843,355,320
14833843,355,320
14833860,352,317
14833860,352,317
14833876,350,314
14833876,350,314
14833893,347,310
14833893,347,310
14833910,345,306
14833910,345,306
14833926,344,302
14833926,344,302
14833943.000000002,342,297
14833943.000000002,342,297
14833959,342,294
14833960.000000002,342,294
14833976,341,290
14833976,341,290
14833993,341,287
14833993,341,287
14834009,341,283
14834010,341,283
14834026,341,279
14834026,341,279
14834043,342,276
14834043,342,276
14834059.000000002,343,272
14834060,343,272
14834076,343,269
14834076,343,269
14834093,344,267
14834093,344,267
14834110,346,264
14834110,346,264
14834126,348,261
14834126,348,261
14834143,349,259
14834143,349,259
14834159,351,256
14834159,351,256
14834176,352,255
14834176,352,255
14834193.000000002,354,254
14834193.000000002,354,254
14834210.000000002,356,252
14834210.000000002,356,252
14834226,357,251
14834226,357,251
14834243,359,249
14834243,359,249
14834259,362,248
14834259,362,248
14834276,364,246
14834276,364,246
14834293,366,244
14834293,366,244
14834309.000000002,368,243
14834310,368,243
14834326,370,242
14834326,370,242
14834342,372,241
14834342,372,241
14834359,375,240
14834360,375,240
14834376,377,239
14834376,377,239
14834393,381,237
14834393,381,237
14834409,383,236
14834409,383,236
14834426,386,235
14834426,386,235
14834443.000000002,389,234
14834443.000000002,389,234
14834459,391,233
14834459,391,233
14834476,393,232
14834476,393,232
14834493,396,231
14834493,396,231
14834510,399,229
14834510,399,229
14834526,402,228
14834526,402,228
14834543,404,227
14834543,404,227
14834559.000000002,407,226
14834559.000000002,407,226
14834576,410,224
14834576,410,224
14834593,411,223
14834593,411,223
14834609,414,223
14834609,414,223
14834626,416,222
14834626,416,222
14834643,418,221
14834643,418,221
14834660,421,220
14834660,421,220
14834676,423,219
14834676,423,219
14834693.000000002,425,219
14834693.000000002,425,219
14834709,427,218
14834710.000000002,427,218
14834726,429,217
14834726,429,217
14834743,431,216
14834743,431,216
14834759,432,216
14834759,432,216
14834776,434,216
14834776,434,216
14834793,436,216
14834793,436,216
14834809.000000002,437,216
14834809.000000002,437,216
14834826,439,216
14834826,439,216
14834843,441,216
14834843,441,216
14834859,442,216
14834859,442,216
14834876,443,217
14834876,443,217
14834893,444,218
14834893,444,218
14834909,446,220
14834909,446,220
14834926,447,222
14834926,447,222
14834943.000000002,448,223
14834943.000000002,448,223
14834960.000000002,449,225
14834960.000000002,449,225
14834976,449,227
14834976,449,227
14834993,449,229
14834993,449,229
14835009,450,232
14835009,450,232
14835026,450,235
14835026,450,235
14835043,451,237
14835043,451,237
14835059.000000002,451,240
14835059.000000002,451,240
14835076,451,244
14835076,451,244
14835093,451,247
14835093,451,247
14835110,451,251
14835110,451,251
14835126,451,255
14835126,451,255
14835143,451,258
14835143,451,258
14835159,451,262
14835160,451,262
14835176,452,265
14835176,452,265
14835193.000000002,452,269
14835193.000000002,452,269
14835209,452,273
14835209,452,273
14835226,452,277
14835226,452,277
14835243,452,281
14835243,452,281
14835260,452,284
14835260,452,284
14835276,452,287
14835276,452,287
14835293,452,291
14835293,452,291
14835309.000000002,452,295
14835309.000000002,452,295
14835326,452,299
14835326,452,299
14835343,452,303
14835343,452,303
14835359,452,307
14835360,452,307
14835376,451,310
14835376,451,310
14835393,451,314
14835393,451,314
14835409,451,317
14835410,451,317
14835426,450,321
14835426,450,321
14835443.000000002,449,324
14835443.000000002,449,324
14835459,449,328
14835460.000000002,449,328
14835476,448,331
14835476,448,331
14835493,447,335
14835493,447,335
14835509,446,338
14835509,446,338
14835526,444,341
14835526,444,341
14835543,442,344
14835543,442,344
14835560,440,347
14835560,440,347
14835576,437,349
14835576,437,349
14835593,435,352
14835593,435,352
14835609,432,355
14835609,432,355
14835626,429,358
14835626,429,358
14835643,425,360
14835643,425,360
14835659,422,362
14835659,422,362
14835676,417,365
14835676,417,365
14835693.000000002,414,366
14835693.000000002,414,366
14835710.000000002,410,367
14835710.000000002,410,367
14835726,407,368
14835726,407,368
14835743,403,368
14835743,403,368
14835759,398,369
14835759,398,369
14835776,394,369
14835776,394,369
14835793,390,369
14835793,390,369
14835809.000000002,386,369
14835810,386,369
14835826,382,369
14835826,382,369
14835843,377,368
14835843,377,368
14835860,371,367
14835860,371,367
14835876,366,366
14835876,366,366
14835893,362,365
14835893,362,365
14835909,357,362
14835910,357,362
14835926,352,360
14835926,352,360
14835943.000000002,348,357
14835943.000000002,348,357
14835959,343,354
14835959,343,354
14835976,339,350
14835976,339,350
14835993,335,346
14835993,335,346
14836009,331,341
14836009,331,341
14836026,328,335
14836026,328,335
14836043,324,329
14836043,324,329
14836059.000000002,321,323
14836060,321,323
14836076,318,317
14836076,318,317
14836093,316,312
14836093,316,312
14836109,315,304
14836110,315,304
14836126,315,296
14836126,315,296
14836143,314,289
14836143,314,289
14836160,314,283
14836160,314,283
14836176,314,278
14836176,314,278
14836192,314,274
14836192,314,274
14836209,315,268
14836209,315,268
14836226,318,261
14836226,318,261
14836243,320,254
14836243,320,254
14836259,323,248
14836259,323,248
14836276,325,242
14836276,325,242
14836293,328,236
14836293,328,236
14836310,331,232
14836310,331,232
14836326,334,227
14836326,334,227
14836343,338,222
14836343,338,222
14836360,344,217
14836360,344,217
14836376,348,213
14836376,348,213
14836393,352,210
14836393,352,210
14836409,356,207
14836409,356,207
14836426,361,204
14836426,361,204
14836443.000000002,365,202
14836443.000000002,365,202
14836459,370,199
14836460.000000002,370,199
14836476,374,197
14836476,374,197
14836493,378,195
14836493,378,195
14836509,382,194
14836509,382,194
14836526,385,192
14836526,385,192
14836543,389,191
14836543,389,191
14836559.000000002,393,190
14836559.000000002,393,190
14836576,397,188
14836576,397,188
14836593,401,187
14836593,401,187
14836609,405,187
14836609,405,187
14836626,409,186
14836626,409,186
14836643,412,186
14836643,412,186
14836659,416,185
14836659,416,185
14836676,420,185
14836676,420,185
14836693.000000002,423,185
14836693.000000002,423,185
14836709,425,185
14836709,425,185
14836726,428,185
14836726,428,185
14836743,430,185
14836743,430,185
14836759,433,185
14836759,433,185
14836776,435,185
14836776,435,185
14836793,437,185
14836793,437,185
14836809.000000002,439,186
14836809.000000002,439,186
14836826,442,186
14836826,442,186
14836843,443,186
14836843,443,186
14836859,445,186
14836859,445,186
14836876,447,187
14836876,447,187
14836893,448,187
14836893,448,187
14836909,450,187
14836910,450,187
14836926,452,188
14836926,452,188
14836943.000000002,453,188
14836943.000000002,453,188
14836959,455,189
14836959,455,189
14836976,456,189
14836976,456,189
14836993,458,190
14836993,458,190
14837009,460,190
14837009,460,190
14837026,462,190
14837026,462,190
14837043,463,191
14837043,463,191
14837059.000000002,465,191
14837059.000000002,465,191
14837076,467,192
14837076,467,192
14837093,469,192
14837093,469,192
14837109,470,193
14837109,470,193
14837126,472,194
14837126,472,194
14837143,474,195
14837143,474,195
14837159,476,195
14837159,476,195
14837176,478,196
14837176,478,196
14837193.000000002,480,197
14837193.000000002,480,197
14837210.000000002,482,197
14837210.000000002,482,197
14837226,484,198
14837226,484,198
14837243,487,199
14837243,487,199
14837259,489,199
14837259,489,199
14837276,490,200
14837276,490,200
14837293,492,201
14837293,492,201
14837309.000000002,493,201
14837309.000000002,493,201
14837326,495,202
14837326,495,202
14837343,496,203
14837343,496,203
14837360,497,204
14837360,497,204
14837376,499,205
14837376,499,205
14837393,500,206
14837393,500,206
14837409,501,208
14837409,501,208
14837426,502,210
14837426,502,210
14837443.000000002,503,212
14837443.000000002,503,212
14837459,504,214
14837459,504,214
14837476,505,217
14837476,505,217
14837493,506,220
14837493,506,220
14837510,506,223
14837510,506,223
14837526,507,226
14837526,507,226
14837543,507,229
14837543,507,229
14837559.000000002,508,232
14837559.000000002,508,232
14837576,508,236
14837576,508,236
14837593,508,239
14837593,508,239
14837609,508,243
14837609,508,243
14837626,508,246
14837626,508,246
14837643,508,249
14837643,508,249
14837659,508,253
14837659,508,253
14837676,508,257
14837676,508,257
14837693.000000002,508,261
14837693.000000002,508,261
14837709,508,266
14837709,508,266
14837726,508,270
14837726,508,270
14837743,508,275
14837743,508,275
14837759,508,280
14837759,508,280
14837776,508,284
14837776,508,284
14837793,508,289
14837793,508,289
14837810,508,294
14837810,508,294
14837826,508,298
14837826,508,298
14837843,508,303
14837843,508,303
14837859,508,308
14837859,508,308
14837876,508,313
14837876,508,313
14837893,507,317
14837893,507,317
14837909,507,322
14837909,507,322
14837926,506,325
14837926,506,325
14837943.000000002,506,329
14837943.000000002,506,329
14837959,505,334
14837960.000000002,505,334
14837976,505,337
14837976,505,337
14837993,504,341
14837993,504,341
14838009,503,345
14838009,503,345
14838026,502,348
14838026,502,348
14838043,501,352
14838043,501,352
14838059.000000002,500,356
14838059.000000002,500,356
14838076,499,360
14838076,499,360
14838093,497,363
14838093,497,363
14838110,496,367
14838110,496,367
14838126,495,370
14838126,495,370
14838142,493,374
14838143,493,374
14838159,490,377
14838159,490,377
14838176,489,380
14838176,489,380
14838193.000000002,486,383
14838193.000000002,486,383
14838209,483,387
14838209,483,387
14838226,481,389
14838226,481,389
14838242,478,392
14838243,478,392
14838259,475,394
14838259,475,394
14838276,471,396
14838276,471,396
14838293,467,399
14838293,467,399
14838309.000000002,462,402
14838309.000000002,462,402
14838326,457,405
14838326,457,405
14838343,452,407
14838343,452,407
14838359,447,409
14838359,447,409
14838376,442,411
14838376,442,411
14838393,437,413
14838393,437,413
14838410,432,414
14838410,432,414
14838426,427,415
14838426,427,415
14838443.000000002,423,416
14838443.000000002,423,416
14838459,418,417
14838459,418,417
14838476,413,417
14838476,413,417
14838493,409,417
14838493,409,417
14838509,403,417
14838509,403,417
14838526,398,417
14838526,398,417
14838542,392,417
14838543,392,417
14838559.000000002,387,417
14838559.000000002,387,417
14838576,382,416
14838576,382,416
14838593,376,415
14838593,376,415
14838610,371,414
14838610,371,414
14838626,367,412
14838626,367,412
14838643,363,410
14838643,363,410
14838659,358,408
14838659,358,408
14838676,353,407
14838676,353,407
14838693.000000002,349,405
14838693.000000002,349,405
14838709,344,403
14838709,344,403
14838726,340,401
14838726,340,401
14838742,336,398
14838743,336,398
14838759,331,396
14838759,331,396
14838775,327,394
14838776,327,394
14838792,324,392
14838792,324,392
14838809.000000002,319,389
14838809.000000002,319,389
14838826,316,387
14838826,316,387
14838842,313,385
14838842,313,385
14838859,310,383
14838859,310,383
14838876,307,381
14838876,307,381
14838892,304,378
14838892,304,378
14838909,301,376
14838909,301,376
14838926,298,374
14838926,298,374
14838942,296,372
14838943.000000002,296,372
14838959,293,370
14838959,293,370
14838976,291,368
14838976,291,368
14838992,288,367
14838993,288,367
14839009,286,365
14839009,286,365
14839026,284,363
14839026,284,363
14839042,281,361
14839042,281,361
14839059.000000002,279,359
14839059.000000002,279,359
14839076,277,358
14839076,277,358
14839092,275,356
14839092,275,356
14839109,272,354
14839109,272,354
14839126,271,352
14839126,271,352
14839142,269,350
14839143,269,350
14839159,267,348
14839159,267,348
14839176,266,345
14839176,266,345
14839192,265,343
14839193.000000002,265,343
14839209,264,341
14839209,264,341
14839226,263,338
14839226,263,338
14839242,263,335
14839242,263,335
14839259,263,331
14839259,263,331
14839276,263,328
14839276,263,328
14839292,263,323
14839292,263,323
14839309.000000002,263,319
14839309.000000002,263,319
14839326,264,314
14839326,264,314
14839342,264,308
14839342,264,308
14839359,265,303
14839359,265,303
14839376,266,297
14839376,266,297
14839393,267,290
14839393,267,290
14839409,268,284
14839409,268,284
14839426,270,278
14839426,270,278
14839442,271,271
14839443.000000002,271,271
14839459,273,265
14839459,273,265
14839476,275,258
14839476,275,258
14839492,278,252
14839493,278,252
14839509,281,246
14839509,281,246
14839526,284,240
14839526,284,240
14839542,288,234
14839543,288,234
14839559.000000002,291,229
14839559.000000002,291,229
14839576,295,224
14839576,295,224
14839592,299,218
14839593,299,218
14839609,304,213
14839609,304,213
14839626,309,208
14839626,309,208
14839642,314,203
14839643,314,203
14839659,319,197
14839659,319,197
14839676,325,192
14839676,325,192
14839692,331,188
14839692,331,188
14839709,337,183
14839709,337,183
14839726,344,178
14839726,344,178
14839742,351,174
14839742,351,174
14839759,358,170
14839760,358,170
14839776,365,166
14839776,365,166
14839792,372,162
14839792,372,162
14839809.000000002,379,159
14839809.000000002,379,159
14839826,386,156
14839826,386,156
14839842,393,154
14839843,393,154
14839859,401,152
14839859,401,152
14839876,408,151
14839876,408,151
14839892,416,150
14839893,416,150
14839909,424,148
14839909,424,148
14839926,432,148
14839926,432,148
14839942,439,147
14839942,439,147
14839959,446,147
14839959,446,147
14839976,452,148
14839976,452,148
14839992,458,150
14839992,458,150
14840009,464,151
14840009,464,151
14840026,469,153
14840026,469,153
14840043,474,155
14840043,474,155
14840059.000000002,478,157
14840059.000000002,478,157
14840076,482,159
14840076,482,159
14840092,487,162
14840092,487,162
14840109,491,164
14840109,491,164
14840126,495,167
14840126,495,167
14840142,500,170
14840142,500,170
14840159,505,173
14840159,505,173
14840176,509,176
14840176,509,176
14840192,513,180
14840192,513,180
14840209,516,184
14840209,516,184
14840226,520,188
14840226,520,188
14840242,523,192
14840243,523,192
14840259,527,196
14840259,527,196
14840276,529,200
14840276,529,200
14840292,532,204
14840292,532,204
14840309.000000002,534,209
14840309.000000002,534,209
14840326,535,214
14840326,535,214
14840342,537,219
14840343,537,219
14840359,538,223
14840359,538,223
14840376,540,228
14840376,540,228
14840392,541,233
14840392,541,233
14840409,541,238
14840409,541,238
14840425.000000002,542,243
14840425.000000002,542,243
14840442,542,248
14840442,542,248
14840459,543,254
14840459,543,254
14840476,543,258
14840476,543,258
14840492,543,263
14840492,543,263
14840509,543,268
14840509,543,268
14840526,543,272
14840526,543,272
14840542,544,277
14840542,544,277
14840559.000000002,544,282
14840559.000000002,544,282
14840576,544,286
14840576,544,286
14840592,544,290
14840592,544,290
14840609,544,295
14840609,544,295
14840626,544,298
14840626,544,298
14840642,544,302
14840642,544,302
14840659,545,306
14840660,545,306
14840676,545,309
14840676,545,309
14840692,545,312
14840692,545,312
14840709,545,315
14840709,545,315
14840726,545,318
14840726,545,318
14840742,545,321
14840742,545,321
14840759,545,324
14840759,545,324
14840776,545,326
14840776,545,326
14840792,545,328
14840792,545,328
14840809.000000002,545,328
14840826,545,328
