timestamp_ms,x,y
293514,410,322
293527,410,322
293544,410,322
293560,410,322
293576,410,322
293593,410,322
293610,409,321
293610,409,321
293627,409,321
293644,409,321
293660,409,321
293677,409,320
293677,409,320
293693,409,320
293710,409,320
293727.00000000006,409,319
293727.00000000006,409,319
293744,409,319
293760,409,318
293760,409,318
293777,408,318
293777,408,318
293793,408,318
293810,407,318
293810,407,318
293827,407,318
293844,406,318
293844,406,318
293860,405,318
293877,405,318
293877,405,318
293894,404,319
293894,404,319
293910,403,319
293910,403,319
293927,403,320
293927,403,320
293944,403,321
293944,403,321
293961,403,321
293977.00000000006,402,322
293977.00000000006,402,322
293994,402,322
294010,402,323
294010,402,323
294027,401,323
294027,401,323
294044,401,324
294044,401,324
294060,401,325
294060,401,325
294077,401,325
294093,401,326
294093,401,326
294110,401,327
294110,401,327
294127,401,327
294143,401,328
294143,401,328
294160,401,328
294176,402,329
294176,402,329
294194,402,329
294210,402,330
294210,402,330
294227.00000000006,402,330
294244,403,331
294244,403,331
294261,403,331
294277,403,332
294277,403,332
294293,403,332
294293,403,332
294310,404,332
294326,404,333
294326,404,333
294343,405,333
294360,406,333
294360,406,333
294377,406,333
294394,407,333
294394,407,333
294410,408,334
294410,408,334
294427,408,334
294444,409,334
294444,409,334
294460,410,334
294460,410,334
294477.00000000006,410,334
294493,411,335
294494,411,335
294510,411,335
294510,411,335
294527,412,335
294527,412,335
294544,413,335
294560,414,335
294560,414,335
294577,415,335
294577,415,335
294593,416,335
294594,416,335
294610,416,334
294610,416,334
294627,417,334
294643,418,334
294643,418,334
294660,418,333
294660,418,333
294677,419,333
294694,420,332
294694,420,332
294710,420,332
294727.00000000006,421,331
294727.00000000006,421,331
294744,421,331
294760,422,330
294760,422,330
294777,423,330
294777,423,330
294793,423,329
294794,423,329
294810,423,328
294810,423,328
294827,423,328
294844,424,327
294844,424,327
294860,424,327
294860,424,327
294877,424,326
294877,424,326
294893,424,325
294894,424,325
294910,425,324
294910,425,324
294927,425,324
294943,425,323
294943,425,323
294960,425,322
294960,425,322
294977.00000000006,425,322
294993,425,321
294994,425,321
295010,425,320
295010,425,320
295027,425,320
295043,425,319
295043,425,319
295060,425,318
295060,425,318
295077,425,317
295077,425,317
295093,425,316
295094,425,316
295110,425,316
295127,425,315
295127,425,315
295143,424,315
295160,424,314
295160,424,314
295177,424,313
295177,424,313
295193,424,312
295193,424,312
295210,423,312
295226,423,311
295226,423,311
295243,423,310
295243,423,310
295260,423,309
295260,423,309
295277,422,309
295277,422,309
295293,422,308
295293,422,308
295310,421,308
295310,421,308
295327,421,308
295343,420,307
295343,420,307
295360,420,307
295376.00000000006,419,307
295376.00000000006,419,307
295393,418,306
295393,418,306
295410,418,306
295410,418,306
295426,417,306
295443,416,305
295443,416,305
295460,416,305
295460,416,305
295476,416,305
295493,415,304
295493,415,304
295510,414,304
295510,414,304
295526,413,304
295526,413,304
295543,413,304
295560,412,303
295560,412,303
295576,411,303
295593,410,303
295593,410,303
295610,410,303
295610,410,303
295626.00000000006,409,303
295626.00000000006,409,303
295643,409,302
295643,409,302
295660,408,302
295660,408,302
295676,407,302
295676,407,302
295693,406,302
295693,406,302
295709,406,302
295726,405,302
295726,405,302
295743,404,302
295743,404,302
295759,403,302
295760,403,302
295776,403,302
295793,402,302
295793,402,302
295809,401,302
295809,401,302
295826,400,303
295826,400,303
295843,400,303
295859,399,303
295859,399,303
295876.00000000006,398,304
295876.00000000006,398,304
295893,398,304
295893,398,304
295909,397,305
295909,397,305
295926,397,306
295926,397,306
295943,396,306
295943,396,306
295959,395,307
295959,395,307
295976,395,308
295976,395,308
295993,394,308
295993,394,308
296009,393,308
296010,393,308
296026,392,309
296026,392,309
296043,391,309
296043,391,309
296059,391,310
296059,391,310
296076,390,310
296093,390,311
296093,390,311
296109,390,311
296126.00000000006,389,312
296126.00000000006,389,312
296143,389,313
296143,389,313
296159,389,313
296176,389,314
296176,389,314
296193,388,315
296193,388,315
296209,388,315
296226,388,316
296226,388,316
296243,388,317
296243,388,317
296259,387,317
296259,387,317
296276,387,318
296276,387,318
296293,387,319
296293,387,319
296309,387,320
296309,387,320
296326,387,321
296326,387,321
296343,386,322
296343,386,322
296359,386,322
296376.00000000006,386,323
296376.00000000006,386,323
296393,386,324
296393,386,324
296409,386,324
296426,386,325
296426,386,325
296443,386,326
296443,386,326
296459,386,327
296459,386,327
296476,386,327
296493,386,328
296493,386,328
296509,386,328
296526,386,329
296526,386,329
296543,386,330
296543,386,330
296559,386,330
296576,386,331
296576,386,331
296593,387,332
296593,387,332
296609,387,332
296626.00000000006,387,333
296626.00000000006,387,333
296643,387,334
296643,387,334
296659,387,334
296676,387,335
296676,387,335
296693,388,335
296693,388,335
296709,388,336
296709,388,336
